ID_ENCARGADO,ID_PARQUEADERO
8858072,756
1864239,757
5011262,758
1825567,759
7463981,760
1193852,761
1291307,762
2164346,763
8647309,764
7258414,765
3699245,766
3731777,767
5402331,768
7737484,769
3679018,770
5603012,771
8894624,772
1181273,773
3543177,774
5369532,775
4422990,776
4813610,777
2158507,778
1823882,779
2757400,780
3519234,781
7922475,782
7641068,783
1604797,784
2005271,785
3788023,786
8206672,787
1262324,788
6053553,789
1052755,790
7249367,791
3261420,792
6287972,793
6775198,794
1832698,795
4659383,796
3520265,797
4581267,798
5270552,799
4289194,800
1344069,801
5790293,802
4296490,803
3380125,804
7325044,805
5426472,806
8253456,807
7563111,808
2148519,809
5020709,810
3645923,811
7267355,812
1242623,813
6825790,814
2497150,815
5290105,816
5810246,817
8401238,818
1471662,819
5483327,820
7975828,821
2055830,822
1835452,823
6219333,824
5246128,825
2456472,826
4196522,827
7573671,828
1892340,829
7590558,830
1658450,831
7784906,832
4210958,833
3763118,834
5964645,835
7846543,836
2670164,837
8316491,838
1352387,839
5978901,840
2748514,841
4561954,842
2383494,843
4830158,844
4835215,845
2686090,846
8610433,847
2472400,848
8269502,849
2261920,850
5554191,851
3188846,852
8441851,853
4077474,854
7152625,855
6749557,856
2783328,857
6326496,858
8007542,859
8777967,860
8651110,861
5062906,862
7206857,863
2642488,864
7769661,865
3065204,866
1575395,867
8505718,868
7640734,869
5978519,870
2825317,871
3221213,872
7186318,873
1447919,874
1567399,875
7190541,876
8629715,877
1420995,878
3481778,879
6418343,880
2988725,881
2678644,882
6727542,883
3938557,884
6699863,885
7841956,886
2830345,887
1368083,888
8402406,889
2834613,890
8859867,891
7498481,892
1720794,893
5943829,894
3333074,895
7543442,896
7160569,897
5188476,898
8631696,899
2690716,900
3715690,901
2245287,902
8686359,903
7722402,904
8589153,905
2164894,906
2918884,907
5561625,908
3023040,909
3927161,910
6746522,911
5618701,912
1610767,913
8792137,914
2486772,915
5641875,916
4656335,917
3422789,918
4810472,919
1066909,920
7058414,921
2733406,922
6912861,923
1257012,924
1493766,925
4348367,926
6943469,927
2857688,928
6803407,929
5763080,930
4291505,931
6158962,932
1376620,933
8492711,934
2105271,935
7270060,936
2816619,937
8949122,938
7273074,939
5214261,940
4890320,941
7042901,942
2260816,943
4409596,944
3753746,945
7254824,946
3665919,947
5280503,948
7372284,949
2939210,950
2837175,951
3608150,952
3034538,953
8203895,954
3400778,955
2188121,956
7714494,957
8137489,958
6106026,959
8324064,960
8678485,961
1298736,962
8419481,963
2689036,964
2228371,965
6305581,966
3815637,967
4924031,968
7876809,969
5315978,970
6069655,971
5917223,972
4262783,973
5016682,974
4834826,975
8377725,976
6558471,977
5226865,978
6642693,979
6668968,980
4829848,981
3680308,982
5586732,983
3536454,984
6953734,985
1176843,986
3502131,987
3662512,988
3210040,989
6651772,990
7582150,991
8600462,992
5694669,993
7223186,994
1102643,995
8114792,996
2467075,997
7122720,998
4701094,999
1134603,1000
